SoilMoistureSystemID,SensorID,Timestamp,Location,SoilMoisture(%)
SMS001,Sensor30cm,2024-08-04 17:55:04.095252,"-33.004658, 120.990946",10.78
SMS001,Sensor10cm,2024-08-05 01:55:04.095252,"-33.004658, 120.990946",11.37
SMS001,Sensor20cm,2024-08-05 01:55:04.095252,"-33.004658, 120.990946",9.33
SMS001,Sensor30cm,2024-08-05 01:55:04.095252,"-33.004658, 120.990946",10.99
SMS001,Sensor10cm,2024-08-05 17:55:04.095252,"-33.004658, 120.990946",9.37
SMS001,Sensor20cm,2024-08-05 17:55:04.095252,"-33.004658, 120.990946",10.9
SMS001,Sensor30cm,2024-08-05 17:55:04.095252,"-33.004658, 120.990946",13.14
SMS001,Sensor10cm,2024-08-06 01:55:04.095252,"-33.004658, 120.990946",12.01
SMS001,Sensor20cm,2024-08-06 01:55:04.095252,"-33.004658, 120.990946",11.47
SMS001,Sensor30cm,2024-08-06 01:55:04.095252,"-33.004658, 120.990946",12.88
SMS001,Sensor10cm,2024-08-06 17:55:04.095252,"-33.004658, 120.990946",10.36
SMS001,Sensor20cm,2024-08-06 17:55:04.095252,"-33.004658, 120.990946",13.01
SMS001,Sensor30cm,2024-08-06 17:55:04.095252,"-33.004658, 120.990946",12.5
SMS001,Sensor10cm,2024-08-07 01:55:04.095252,"-33.004658, 120.990946",11.87
SMS001,Sensor20cm,2024-08-07 01:55:04.095252,"-33.004658, 120.990946",12.49
SMS001,Sensor30cm,2024-08-07 01:55:04.095252,"-33.004658, 120.990946",11.33
SMS001,Sensor10cm,2024-08-07 17:55:04.095252,"-33.004658, 120.990946",11.85
SMS001,Sensor20cm,2024-08-07 17:55:04.095252,"-33.004658, 120.990946",10.19
SMS001,Sensor30cm,2024-08-07 17:55:04.095252,"-33.004658, 120.990946",10.41
SMS001,Sensor10cm,2024-08-08 01:55:04.095252,"-33.004658, 120.990946",9.39
SMS001,Sensor20cm,2024-08-08 01:55:04.095252,"-33.004658, 120.990946",9.21
SMS001,Sensor30cm,2024-08-08 01:55:04.095252,"-33.004658, 120.990946",13.12
SMS001,Sensor10cm,2024-08-08 17:55:04.095252,"-33.004658, 120.990946",9.81
SMS001,Sensor20cm,2024-08-08 17:55:04.095252,"-33.004658, 120.990946",11.42
SMS001,Sensor30cm,2024-08-08 17:55:04.095252,"-33.004658, 120.990946",10.72
SMS001,Sensor10cm,2024-08-09 01:55:04.095252,"-33.004658, 120.990946",7.96
SMS001,Sensor20cm,2024-08-09 01:55:04.095252,"-33.004658, 120.990946",9.71
SMS001,Sensor30cm,2024-08-09 01:55:04.095252,"-33.004658, 120.990946",12.62
SMS001,Sensor10cm,2024-08-09 17:55:04.095252,"-33.004658, 120.990946",11.19
SMS001,Sensor20cm,2024-08-09 17:55:04.095252,"-33.004658, 120.990946",9.89
SMS001,Sensor30cm,2024-08-09 17:55:04.095252,"-33.004658, 120.990946",10.73
SMS001,Sensor10cm,2024-08-10 01:55:04.095252,"-33.004658, 120.990946",9.28
SMS001,Sensor20cm,2024-08-10 01:55:04.095252,"-33.004658, 120.990946",11.1
SMS001,Sensor30cm,2024-08-10 01:55:04.095252,"-33.004658, 120.990946",13.28
SMS001,Sensor10cm,2024-08-10 17:55:04.095252,"-33.004658, 120.990946",9.6
SMS001,Sensor20cm,2024-08-10 17:55:04.095252,"-33.004658, 120.990946",8.77
SMS001,Sensor30cm,2024-08-10 17:55:04.095252,"-33.004658, 120.990946",11.01
SMS001,Sensor10cm,2024-08-11 01:55:04.095252,"-33.004658, 120.990946",8.87
SMS001,Sensor20cm,2024-08-11 01:55:04.095252,"-33.004658, 120.990946",9.67
SMS001,Sensor30cm,2024-08-11 01:55:04.095252,"-33.004658, 120.990946",9.85
SMS001,Sensor10cm,2024-08-11 17:55:04.095252,"-33.004658, 120.990946",7.77
SMS001,Sensor20cm,2024-08-11 17:55:04.095252,"-33.004658, 120.990946",10.36
SMS001,Sensor30cm,2024-08-11 17:55:04.095252,"-33.004658, 120.990946",12.42
SMS001,Sensor10cm,2024-08-12 01:55:04.095252,"-33.004658, 120.990946",7.63
SMS001,Sensor20cm,2024-08-12 01:55:04.095252,"-33.004658, 120.990946",11.76
SMS001,Sensor30cm,2024-08-12 01:55:04.095252,"-33.004658, 120.990946",11.93
SMS001,Sensor10cm,2024-08-12 17:55:04.095252,"-33.004658, 120.990946",8.75
SMS001,Sensor20cm,2024-08-12 17:55:04.095252,"-33.004658, 120.990946",12.15
SMS001,Sensor30cm,2024-08-12 17:55:04.095252,"-33.004658, 120.990946",12.93
SMS001,Sensor10cm,2024-08-13 01:55:04.095252,"-33.004658, 120.990946",10.56
SMS001,Sensor20cm,2024-08-13 01:55:04.095252,"-33.004658, 120.990946",10.49
SMS001,Sensor30cm,2024-08-13 01:55:04.095252,"-33.004658, 120.990946",9.33
SMS001,Sensor10cm,2024-08-13 17:55:04.095252,"-33.004658, 120.990946",7.63
SMS001,Sensor20cm,2024-08-13 17:55:04.095252,"-33.004658, 120.990946",8.61
SMS001,Sensor30cm,2024-08-13 17:55:04.095252,"-33.004658, 120.990946",10.08
SMS001,Sensor10cm,2024-08-14 01:55:04.095252,"-33.004658, 120.990946",9.02
SMS001,Sensor20cm,2024-08-14 01:55:04.095252,"-33.004658, 120.990946",9.47
SMS001,Sensor30cm,2024-08-14 01:55:04.095252,"-33.004658, 120.990946",12.36
SMS001,Sensor10cm,2024-08-14 17:55:04.095252,"-33.004658, 120.990946",8.11
SMS001,Sensor20cm,2024-08-14 17:55:04.095252,"-33.004658, 120.990946",8.19
SMS001,Sensor30cm,2024-08-14 17:55:04.095252,"-33.004658, 120.990946",11.2
SMS001,Sensor10cm,2024-08-15 01:55:04.095252,"-33.004658, 120.990946",7.1
SMS001,Sensor20cm,2024-08-15 01:55:04.095252,"-33.004658, 120.990946",9.68
SMS001,Sensor30cm,2024-08-15 01:55:04.095252,"-33.004658, 120.990946",8.96
SMS001,Sensor10cm,2024-08-15 17:55:04.095252,"-33.004658, 120.990946",10.74
SMS001,Sensor20cm,2024-08-15 17:55:04.095252,"-33.004658, 120.990946",11.93
SMS001,Sensor30cm,2024-08-15 17:55:04.095252,"-33.004658, 120.990946",12.21
SMS001,Sensor10cm,2024-08-16 01:55:04.095252,"-33.004658, 120.990946",8.17
SMS001,Sensor20cm,2024-08-16 01:55:04.095252,"-33.004658, 120.990946",11.16
SMS001,Sensor30cm,2024-08-16 01:55:04.095252,"-33.004658, 120.990946",9.45
SMS001,Sensor10cm,2024-08-16 17:55:04.095252,"-33.004658, 120.990946",7.22
SMS001,Sensor20cm,2024-08-16 17:55:04.095252,"-33.004658, 120.990946",10.8
SMS001,Sensor30cm,2024-08-16 17:55:04.095252,"-33.004658, 120.990946",11.88
SMS001,Sensor10cm,2024-08-17 01:55:04.095252,"-33.004658, 120.990946",8.3
SMS001,Sensor20cm,2024-08-17 01:55:04.095252,"-33.004658, 120.990946",9.09
SMS001,Sensor30cm,2024-08-17 01:55:04.095252,"-33.004658, 120.990946",11.5
SMS001,Sensor10cm,2024-08-17 17:55:04.095252,"-33.004658, 120.990946",7.31
SMS001,Sensor20cm,2024-08-17 17:55:04.095252,"-33.004658, 120.990946",11.28
SMS001,Sensor30cm,2024-08-17 17:55:04.095252,"-33.004658, 120.990946",10.95
SMS001,Sensor10cm,2024-08-18 01:55:04.095252,"-33.004658, 120.990946",10.01
SMS001,Sensor20cm,2024-08-18 01:55:04.095252,"-33.004658, 120.990946",10.41
SMS001,Sensor30cm,2024-08-18 01:55:04.095252,"-33.004658, 120.990946",11.87
SMS001,Sensor10cm,2024-08-18 17:55:04.095252,"-33.004658, 120.990946",7.36
SMS001,Sensor20cm,2024-08-18 17:55:04.095252,"-33.004658, 120.990946",8.82
SMS001,Sensor30cm,2024-08-18 17:55:04.095252,"-33.004658, 120.990946",9.04
SMS001,Sensor10cm,2024-08-19 01:55:04.095252,"-33.004658, 120.990946",10.46
SMS001,Sensor20cm,2024-08-19 01:55:04.095252,"-33.004658, 120.990946",8.75
SMS001,Sensor30cm,2024-08-19 01:55:04.095252,"-33.004658, 120.990946",10.22
SMS001,Sensor10cm,2024-08-19 17:55:04.095252,"-33.004658, 120.990946",8.06
SMS001,Sensor20cm,2024-08-19 17:55:04.095252,"-33.004658, 120.990946",9.88
SMS001,Sensor30cm,2024-08-19 17:55:04.095252,"-33.004658, 120.990946",11.31
SMS001,Sensor10cm,2024-08-20 01:55:04.095252,"-33.004658, 120.990946",7.83
SMS001,Sensor20cm,2024-08-20 01:55:04.095252,"-33.004658, 120.990946",8.93
SMS001,Sensor30cm,2024-08-20 01:55:04.095252,"-33.004658, 120.990946",11.09
SMS001,Sensor10cm,2024-08-20 17:55:04.095252,"-33.004658, 120.990946",9.24
SMS001,Sensor20cm,2024-08-20 17:55:04.095252,"-33.004658, 120.990946",10.63
SMS001,Sensor30cm,2024-08-20 17:55:04.095252,"-33.004658, 120.990946",10.86
SMS001,Sensor10cm,2024-08-21 01:55:04.095252,"-33.004658, 120.990946",7.46
SMS001,Sensor20cm,2024-08-21 01:55:04.095252,"-33.004658, 120.990946",8.58
SMS001,Sensor30cm,2024-08-21 01:55:04.095252,"-33.004658, 120.990946",9.22
SMS002,Sensor10cm,2023-08-22 17:55:04.109554,"-33.004808, 121.002061",10.12
SMS002,Sensor20cm,2023-08-22 17:55:04.109554,"-33.004808, 121.002061",8.84
SMS002,Sensor30cm,2023-08-22 17:55:04.109554,"-33.004808, 121.002061",11.39
SMS002,Sensor10cm,2023-08-23 01:55:04.109554,"-33.004808, 121.002061",7.28
SMS002,Sensor20cm,2023-08-23 01:55:04.109554,"-33.004808, 121.002061",7.62
SMS002,Sensor30cm,2023-08-23 01:55:04.109554,"-33.004808, 121.002061",8.72
SMS002,Sensor10cm,2023-08-23 17:55:04.109554,"-33.004808, 121.002061",7.69
SMS002,Sensor20cm,2023-08-23 17:55:04.109554,"-33.004808, 121.002061",7.66
SMS002,Sensor30cm,2023-08-23 17:55:04.109554,"-33.004808, 121.002061",10.73
SMS002,Sensor10cm,2023-08-24 01:55:04.109554,"-33.004808, 121.002061",7.49
SMS002,Sensor20cm,2023-08-24 01:55:04.109554,"-33.004808, 121.002061",7.29
SMS002,Sensor30cm,2023-08-24 01:55:04.109554,"-33.004808, 121.002061",11.09
SMS002,Sensor10cm,2023-08-24 17:55:04.109554,"-33.004808, 121.002061",6.3
SMS002,Sensor20cm,2023-08-24 17:55:04.109554,"-33.004808, 121.002061",10.43
SMS002,Sensor30cm,2023-08-24 17:55:04.109554,"-33.004808, 121.002061",11.28
SMS002,Sensor10cm,2023-08-25 01:55:04.109554,"-33.004808, 121.002061",8.94
SMS002,Sensor20cm,2023-08-25 01:55:04.109554,"-33.004808, 121.002061",7.82
SMS002,Sensor30cm,2023-08-25 01:55:04.109554,"-33.004808, 121.002061",8.23
SMS002,Sensor10cm,2023-08-25 17:55:04.109554,"-33.004808, 121.002061",8.95
SMS002,Sensor20cm,2023-08-25 17:55:04.109554,"-33.004808, 121.002061",6.97
SMS002,Sensor30cm,2023-08-25 17:55:04.109554,"-33.004808, 121.002061",11.91
SMS002,Sensor10cm,2023-08-26 01:55:04.109554,"-33.004808, 121.002061",5.99
SMS002,Sensor20cm,2023-08-26 01:55:04.109554,"-33.004808, 121.002061",7.59
SMS002,Sensor30cm,2023-08-26 01:55:04.109554,"-33.004808, 121.002061",11.16
SMS002,Sensor10cm,2023-08-26 17:55:04.109554,"-33.004808, 121.002061",5.9
SMS002,Sensor20cm,2023-08-26 17:55:04.109554,"-33.004808, 121.002061",8.68
SMS002,Sensor30cm,2023-08-26 17:55:04.109554,"-33.004808, 121.002061",10.66
SMS002,Sensor10cm,2023-08-27 01:55:04.109554,"-33.004808, 121.002061",8.5
SMS002,Sensor20cm,2023-08-27 01:55:04.109554,"-33.004808, 121.002061",6.84
SMS002,Sensor30cm,2023-08-27 01:55:04.109554,"-33.004808, 121.002061",11.63
SMS002,Sensor10cm,2023-08-27 17:55:04.109554,"-33.004808, 121.002061",6.96
SMS002,Sensor20cm,2023-08-27 17:55:04.109554,"-33.004808, 121.002061",7.22
SMS002,Sensor30cm,2023-08-27 17:55:04.109554,"-33.004808, 121.002061",9.07
SMS002,Sensor10cm,2023-08-28 01:55:04.109554,"-33.004808, 121.002061",7.2
SMS002,Sensor20cm,2023-08-28 01:55:04.109554,"-33.004808, 121.002061",10.54
SMS002,Sensor30cm,2023-08-28 01:55:04.109554,"-33.004808, 121.002061",9.6
SMS002,Sensor10cm,2023-08-28 17:55:04.109554,"-33.004808, 121.002061",6.51
SMS002,Sensor20cm,2023-08-28 17:55:04.109554,"-33.004808, 121.002061",9.67
SMS002,Sensor30cm,2023-08-28 17:55:04.109554,"-33.004808, 121.002061",9.74
SMS002,Sensor10cm,2023-08-29 01:55:04.109554,"-33.004808, 121.002061",9.18
SMS002,Sensor20cm,2023-08-29 01:55:04.109554,"-33.004808, 121.002061",8.72
SMS002,Sensor30cm,2023-08-29 01:55:04.109554,"-33.004808, 121.002061",8.73
SMS002,Sensor10cm,2023-08-29 17:55:04.109554,"-33.004808, 121.002061",9.31
SMS002,Sensor20cm,2023-08-29 17:55:04.109554,"-33.004808, 121.002061",8.09
SMS002,Sensor30cm,2023-08-29 17:55:04.109554,"-33.004808, 121.002061",8.72
SMS002,Sensor10cm,2023-08-30 01:55:04.109554,"-33.004808, 121.002061",9.35
SMS002,Sensor20cm,2023-08-30 01:55:04.109554,"-33.004808, 121.002061",9.05
SMS002,Sensor30cm,2023-08-30 01:55:04.109554,"-33.004808, 121.002061",7.65
SMS002,Sensor10cm,2023-08-30 17:55:04.109554,"-33.004808, 121.002061",9.35
SMS002,Sensor20cm,2023-08-30 17:55:04.109554,"-33.004808, 121.002061",8.47
SMS002,Sensor30cm,2023-08-30 17:55:04.109554,"-33.004808, 121.002061",9.19
SMS002,Sensor10cm,2023-08-31 01:55:04.109554,"-33.004808, 121.002061",8.44
SMS002,Sensor20cm,2023-08-31 01:55:04.109554,"-33.004808, 121.002061",8.92
SMS002,Sensor30cm,2023-08-31 01:55:04.109554,"-33.004808, 121.002061",10.62
SMS002,Sensor10cm,2023-08-31 17:55:04.109554,"-33.004808, 121.002061",6.77
SMS002,Sensor20cm,2023-08-31 17:55:04.109554,"-33.004808, 121.002061",8.31
SMS002,Sensor30cm,2023-08-31 17:55:04.109554,"-33.004808, 121.002061",10.37
SMS002,Sensor10cm,2023-09-01 01:55:04.109554,"-33.004808, 121.002061",8.35
SMS002,Sensor20cm,2023-09-01 01:55:04.109554,"-33.004808, 121.002061",9.15
SMS002,Sensor30cm,2023-09-01 01:55:04.109554,"-33.004808, 121.002061",9.02
SMS002,Sensor10cm,2023-09-01 17:55:04.109554,"-33.004808, 121.002061",5.35
SMS002,Sensor20cm,2023-09-01 17:55:04.109554,"-33.004808, 121.002061",10.15
SMS002,Sensor30cm,2023-09-01 17:55:04.109554,"-33.004808, 121.002061",7.36
SMS002,Sensor10cm,2023-09-02 01:55:04.109554,"-33.004808, 121.002061",8.22
SMS002,Sensor20cm,2023-09-02 01:55:04.109554,"-33.004808, 121.002061",8.52
SMS002,Sensor30cm,2023-09-02 01:55:04.109554,"-33.004808, 121.002061",7.74
SMS002,Sensor10cm,2023-09-02 17:55:04.109554,"-33.004808, 121.002061",7.73
SMS002,Sensor20cm,2023-09-02 17:55:04.109554,"-33.004808, 121.002061",7.01
SMS002,Sensor30cm,2023-09-02 17:55:04.109554,"-33.004808, 121.002061",9.33
SMS002,Sensor10cm,2023-09-03 01:55:04.109554,"-33.004808, 121.002061",7.92
SMS002,Sensor20cm,2023-09-03 01:55:04.109554,"-33.004808, 121.002061",6.46
SMS002,Sensor30cm,2023-09-03 01:55:04.109554,"-33.004808, 121.002061",7.83
SMS002,Sensor10cm,2023-09-03 17:55:04.109554,"-33.004808, 121.002061",5.44
SMS002,Sensor20cm,2023-09-03 17:55:04.109554,"-33.004808, 121.002061",7.73
SMS002,Sensor30cm,2023-09-03 17:55:04.109554,"-33.004808, 121.002061",7.96
SMS002,Sensor10cm,2023-09-04 01:55:04.109554,"-33.004808, 121.002061",7.58
SMS002,Sensor20cm,2023-09-04 01:55:04.109554,"-33.004808, 121.002061",6.94
SMS002,Sensor30cm,2023-09-04 01:55:04.109554,"-33.004808, 121.002061",11.01
SMS002,Sensor10cm,2023-09-04 17:55:04.109554,"-33.004808, 121.002061",7.36
SMS002,Sensor20cm,2023-09-04 17:55:04.109554,"-33.004808, 121.002061",7.84
SMS002,Sensor30cm,2023-09-04 17:55:04.109554,"-33.004808, 121.002061",8.22
SMS002,Sensor10cm,2023-09-05 01:55:04.109554,"-33.004808, 121.002061",6.86
SMS002,Sensor20cm,2023-09-05 01:55:04.109554,"-33.004808, 121.002061",9.51
SMS002,Sensor30cm,2023-09-05 01:55:04.109554,"-33.004808, 121.002061",9.56
SMS002,Sensor10cm,2023-09-05 17:55:04.109554,"-33.004808, 121.002061",5.58
SMS002,Sensor20cm,2023-09-05 17:55:04.109554,"-33.004808, 121.002061",6.87
SMS002,Sensor30cm,2023-09-05 17:55:04.109554,"-33.004808, 121.002061",9.67
SMS002,Sensor10cm,2023-09-06 01:55:04.109554,"-33.004808, 121.002061",6.18
SMS002,Sensor20cm,2023-09-06 01:55:04.109554,"-33.004808, 121.002061",6.57
SMS002,Sensor30cm,2023-09-06 01:55:04.109554,"-33.004808, 121.002061",10.16
SMS002,Sensor10cm,2023-09-06 17:55:04.109554,"-33.004808, 121.002061",5.59
SMS002,Sensor20cm,2023-09-06 17:55:04.109554,"-33.004808, 121.002061",9.48
SMS002,Sensor30cm,2023-09-06 17:55:04.109554,"-33.004808, 121.002061",9.17
SMS002,Sensor10cm,2023-09-07 01:55:04.109554,"-33.004808, 121.002061",4.95
SMS002,Sensor20cm,2023-09-07 01:55:04.109554,"-33.004808, 121.002061",7.59
SMS002,Sensor30cm,2023-09-07 01:55:04.109554,"-33.004808, 121.002061",9.06
SMS002,Sensor10cm,2023-09-07 17:55:04.109554,"-33.004808, 121.002061",6.11
SMS002,Sensor20cm,2023-09-07 17:55:04.109554,"-33.004808, 121.002061",6.21
SMS002,Sensor30cm,2023-09-07 17:55:04.109554,"-33.004808, 121.002061",9.14
SMS002,Sensor10cm,2023-09-08 01:55:04.109554,"-33.004808, 121.002061",7.32
SMS002,Sensor20cm,2023-09-08 01:55:04.109554,"-33.004808, 121.002061",8.82
SMS002,Sensor30cm,2023-09-08 01:55:04.109554,"-33.004808, 121.002061",10.25
SMS002,Sensor10cm,2023-09-08 17:55:04.109554,"-33.004808, 121.002061",8.37
SMS002,Sensor20cm,2023-09-08 17:55:04.109554,"-33.004808, 121.002061",5.84
SMS002,Sensor30cm,2023-09-08 17:55:04.109554,"-33.004808, 121.002061",7.67
SMS002,Sensor10cm,2023-09-09 01:55:04.109554,"-33.004808, 121.002061",6.48
SMS002,Sensor20cm,2023-09-09 01:55:04.109554,"-33.004808, 121.002061",7.95
SMS002,Sensor30cm,2023-09-09 01:55:04.109554,"-33.004808, 121.002061",6.86
SMS002,Sensor10cm,2023-09-09 17:55:04.109554,"-33.004808, 121.002061",5.94
SMS002,Sensor20cm,2023-09-09 17:55:04.109554,"-33.004808, 121.002061",7.13
SMS002,Sensor30cm,2023-09-09 17:55:04.109554,"-33.004808, 121.002061",10.31
SMS002,Sensor10cm,2023-09-10 01:55:04.109554,"-33.004808, 121.002061",8.07
SMS002,Sensor20cm,2023-09-10 01:55:04.109554,"-33.004808, 121.002061",8.21
SMS002,Sensor30cm,2023-09-10 01:55:04.109554,"-33.004808, 121.002061",7.43
SMS002,Sensor10cm,2023-09-10 17:55:04.109554,"-33.004808, 121.002061",5.42
SMS002,Sensor20cm,2023-09-10 17:55:04.109554,"-33.004808, 121.002061",9.54
SMS002,Sensor30cm,2023-09-10 17:55:04.109554,"-33.004808, 121.002061",9.53
SMS002,Sensor10cm,2023-09-11 01:55:04.109554,"-33.004808, 121.002061",7.63
SMS002,Sensor20cm,2023-09-11 01:55:04.109554,"-33.004808, 121.002061",7.61
SMS002,Sensor30cm,2023-09-11 01:55:04.109554,"-33.004808, 121.002061",9.75
SMS002,Sensor10cm,2023-09-11 17:55:04.109554,"-33.004808, 121.002061",5.17
SMS002,Sensor20cm,2023-09-11 17:55:04.109554,"-33.004808, 121.002061",9.54
SMS002,Sensor30cm,2023-09-11 17:55:04.109554,"-33.004808, 121.002061",7.07
SMS002,Sensor10cm,2023-09-12 01:55:04.109554,"-33.004808, 121.002061",4.92
SMS002,Sensor20cm,2023-09-12 01:55:04.109554,"-33.004808, 121.002061",7.71
SMS002,Sensor30cm,2023-09-12 01:55:04.109554,"-33.004808, 121.002061",10.22
SMS002,Sensor10cm,2023-09-12 17:55:04.109554,"-33.004808, 121.002061",7.82
SMS002,Sensor20cm,2023-09-12 17:55:04.109554,"-33.004808, 121.002061",8.9
SMS002,Sensor30cm,2023-09-12 17:55:04.109554,"-33.004808, 121.002061",8.67
SMS002,Sensor10cm,2023-09-13 01:55:04.109554,"-33.004808, 121.002061",6.09
SMS002,Sensor20cm,2023-09-13 01:55:04.109554,"-33.004808, 121.002061",7.66
SMS002,Sensor30cm,2023-09-13 01:55:04.109554,"-33.004808, 121.002061",9.71
SMS002,Sensor10cm,2023-09-13 17:55:04.109554,"-33.004808, 121.002061",6.68
SMS002,Sensor20cm,2023-09-13 17:55:04.109554,"-33.004808, 121.002061",7.7
SMS002,Sensor30cm,2023-09-13 17:55:04.109554,"-33.004808, 121.002061",6.55
SMS002,Sensor10cm,2023-09-14 01:55:04.109554,"-33.004808, 121.002061",5.44
SMS002,Sensor20cm,2023-09-14 01:55:04.109554,"-33.004808, 121.002061",5.9
SMS002,Sensor30cm,2023-09-14 01:55:04.109554,"-33.004808, 121.002061",10.38
SMS002,Sensor10cm,2023-09-14 17:55:04.109554,"-33.004808, 121.002061",5.34
SMS002,Sensor20cm,2023-09-14 17:55:04.109554,"-33.004808, 121.002061",8.86
SMS002,Sensor30cm,2023-09-14 17:55:04.109554,"-33.004808, 121.002061",9.57
SMS002,Sensor10cm,2023-09-15 01:55:04.109554,"-33.004808, 121.002061",7.22
SMS002,Sensor20cm,2023-09-15 01:55:04.109554,"-33.004808, 121.002061",5.73
SMS002,Sensor30cm,2023-09-15 01:55:04.109554,"-33.004808, 121.002061",9.66
SMS002,Sensor10cm,2023-09-15 17:55:04.109554,"-33.004808, 121.002061",4.91
SMS002,Sensor20cm,2023-09-15 17:55:04.109554,"-33.004808, 121.002061",8.42
SMS002,Sensor30cm,2023-09-15 17:55:04.109554,"-33.004808, 121.002061",7.63
SMS002,Sensor10cm,2023-09-16 01:55:04.109554,"-33.004808, 121.002061",5.15
SMS002,Sensor20cm,2023-09-16 01:55:04.109554,"-33.004808, 121.002061",6.42
SMS002,Sensor30cm,2023-09-16 01:55:04.109554,"-33.004808, 121.002061",8.01
SMS002,Sensor10cm,2023-09-16 17:55:04.109554,"-33.004808, 121.002061",7.58
SMS002,Sensor20cm,2023-09-16 17:55:04.109554,"-33.004808, 121.002061",9.22
SMS002,Sensor30cm,2023-09-16 17:55:04.109554,"-33.004808, 121.002061",7.83
SMS002,Sensor10cm,2023-09-17 01:55:04.109554,"-33.004808, 121.002061",5.23
SMS002,Sensor20cm,2023-09-17 01:55:04.109554,"-33.004808, 121.002061",6.19
SMS002,Sensor30cm,2023-09-17 01:55:04.109554,"-33.004808, 121.002061",6.64
SMS002,Sensor10cm,2023-09-17 17:55:04.109554,"-33.004808, 121.002061",6.26
SMS002,Sensor20cm,2023-09-17 17:55:04.109554,"-33.004808, 121.002061",8.84
SMS002,Sensor30cm,2023-09-17 17:55:04.109554,"-33.004808, 121.002061",9.7
SMS002,Sensor10cm,2023-09-18 01:55:04.109554,"-33.004808, 121.002061",6.28
SMS002,Sensor20cm,2023-09-18 01:55:04.109554,"-33.004808, 121.002061",7.6
SMS002,Sensor30cm,2023-09-18 01:55:04.109554,"-33.004808, 121.002061",7.94
SMS002,Sensor10cm,2023-09-18 17:55:04.109554,"-33.004808, 121.002061",8.14
SMS002,Sensor20cm,2023-09-18 17:55:04.109554,"-33.004808, 121.002061",7.42
SMS002,Sensor30cm,2023-09-18 17:55:04.109554,"-33.004808, 121.002061",9.29
SMS002,Sensor10cm,2023-09-19 01:55:04.109554,"-33.004808, 121.002061",4.66
SMS002,Sensor20cm,2023-09-19 01:55:04.109554,"-33.004808, 121.002061",9.03
SMS002,Sensor30cm,2023-09-19 01:55:04.109554,"-33.004808, 121.002061",9.51
SMS002,Sensor10cm,2023-09-19 17:55:04.109554,"-33.004808, 121.002061",5.99
SMS002,Sensor20cm,2023-09-19 17:55:04.109554,"-33.004808, 121.002061",8.97
SMS002,Sensor30cm,2023-09-19 17:55:04.109554,"-33.004808, 121.002061",9.65
SMS002,Sensor10cm,2023-09-20 01:55:04.109554,"-33.004808, 121.002061",7.74
SMS002,Sensor20cm,2023-09-20 01:55:04.109554,"-33.004808, 121.002061",5.24
SMS002,Sensor30cm,2023-09-20 01:55:04.109554,"-33.004808, 121.002061",9.99
SMS002,Sensor10cm,2023-09-20 17:55:04.109554,"-33.004808, 121.002061",7.08
SMS002,Sensor20cm,2023-09-20 17:55:04.109554,"-33.004808, 121.002061",8.68
SMS002,Sensor30cm,2023-09-20 17:55:04.109554,"-33.004808, 121.002061",9.3
SMS002,Sensor10cm,2023-09-21 01:55:04.109554,"-33.004808, 121.002061",5.0
SMS002,Sensor20cm,2023-09-21 01:55:04.109554,"-33.004808, 121.002061",5.52
SMS002,Sensor30cm,2023-09-21 01:55:04.109554,"-33.004808, 121.002061",8.96
SMS002,Sensor10cm,2023-09-21 17:55:04.109554,"-33.004808, 121.002061",6.28
SMS002,Sensor20cm,2023-09-21 17:55:04.109554,"-33.004808, 121.002061",6.28
SMS002,Sensor30cm,2023-09-21 17:55:04.109554,"-33.004808, 121.002061",10.04
SMS002,Sensor10cm,2023-09-22 01:55:04.109554,"-33.004808, 121.002061",4.97
SMS002,Sensor20cm,2023-09-22 01:55:04.109554,"-33.004808, 121.002061",6.43
SMS002,Sensor30cm,2023-09-22 01:55:04.109554,"-33.004808, 121.002061",8.37
SMS002,Sensor10cm,2023-09-22 17:55:04.109554,"-33.004808, 121.002061",4.57
SMS002,Sensor20cm,2023-09-22 17:55:04.109554,"-33.004808, 121.002061",5.68
SMS002,Sensor30cm,2023-09-22 17:55:04.109554,"-33.004808, 121.002061",7.83
SMS002,Sensor10cm,2023-09-23 01:55:04.109554,"-33.004808, 121.002061",5.38
SMS002,Sensor20cm,2023-09-23 01:55:04.109554,"-33.004808, 121.002061",5.46
SMS002,Sensor30cm,2023-09-23 01:55:04.109554,"-33.004808, 121.002061",7.03
SMS002,Sensor10cm,2023-09-23 17:55:04.109554,"-33.004808, 121.002061",6.43
SMS002,Sensor20cm,2023-09-23 17:55:04.109554,"-33.004808, 121.002061",6.37
SMS002,Sensor30cm,2023-09-23 17:55:04.109554,"-33.004808, 121.002061",7.59
SMS002,Sensor10cm,2023-09-24 01:55:04.109554,"-33.004808, 121.002061",6.84
SMS002,Sensor20cm,2023-09-24 01:55:04.109554,"-33.004808, 121.002061",5.52
SMS002,Sensor30cm,2023-09-24 01:55:04.109554,"-33.004808, 121.002061",9.2
SMS002,Sensor10cm,2023-09-24 17:55:04.109554,"-33.004808, 121.002061",7.32
SMS002,Sensor20cm,2023-09-24 17:55:04.109554,"-33.004808, 121.002061",7.76
SMS002,Sensor30cm,2023-09-24 17:55:04.109554,"-33.004808, 121.002061",6.14
SMS002,Sensor10cm,2023-09-25 01:55:04.109554,"-33.004808, 121.002061",6.58
SMS002,Sensor20cm,2023-09-25 01:55:04.109554,"-33.004808, 121.002061",6.3
